Assuming rdf:type as type relation
Loading files... 
  Starting train_completed_TransE.txt
  Finished train_completed_TransE.txt, still running: 0
Loaded 3427379 facts in 22.58 s using 9119 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.011045315	0.099775185	0.37289944	2796	28023	7498	?a
?b  GENE_BINDING_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.345865315	0.421929216	0.539994449	87552	207504	162135	?a
?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.454947677	0.579076515	0.584193573	115165	198877	197135	?a
?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.020948965	0.266925052	0.368622272	5303	19867	14386	?a
?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.010986059	0.09923991	0.441148477	2781	28023	6304	?a
?a  GENE_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.619588447	0.301194084	0.400513787	156842	520734	391602	?a
?a  GENE_BINDING_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.345486077	0.421466574	0.539535458	87456	207504	162095	?a
?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.454406472	0.578387647	0.599285201	115028	198877	191942	?a
?b  GENE_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.618944532	0.300881064	0.400279492	156679	520734	391424	?a
?b  GENE_REACTION_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.641343294	0.641343294	0.642510854	162349	253139	252679	?a
?b  GENE_REACTION_GENE  ?a   => ?a  GENE_GENE  ?b	0.300881064	0.618944532	0.618946978	156679	253139	253138	?b
?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_GENE  ?b	0.236256899	0.618608487	0.618620929	123027	198877	198873	?b
?b  GENE_BINDING_GENE  ?a   => ?a  GENE_GENE  ?b	0.222293916	0.557849487	0.61515406	115756	207504	188174	?b
?b  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_GENE  ?b	0.023635868	0.619519807	0.619550992	12308	19867	19866	?b
?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_GENE  ?b	0.236604485	0.619518597	0.619521712	123208	198877	198876	?b
?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_GENE  ?b	0.023777975	0.623244576	0.623307324	12382	19867	19865	?b
?a  GENE_REACTION_GENE  ?b   => ?a  GENE_GENE  ?b	0.301194084	0.619588447	0.619588447	156842	253139	253139	?b
?a  GENE_BINDING_GENE  ?b   => ?a  GENE_GENE  ?b	0.221725487	0.556423009	0.613532141	115460	207504	188189	?b
?b  GENE_GENE  ?a   => ?a  GENE_GENE  ?b	0.669914006	0.669914006	0.670298885	348847	520734	520435	?b
?a  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_EXPRESSED_ANATOMY  ?b	0.032058973	0.359848485	0.360041657	33535	93192	93142	?a
?a  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_EXPRESSED_ANATOMY  ?b	0.04830021	0.524739313	0.524924675	50524	96284	96250	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.840645774	0.873150523	0.95842356	4426	5069	4618	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.827540361	0.957582418	0.970811052	4357	4550	4488	?a
?a  DRUG_BINDINH_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.820322887	0.996538994	0.997689998	4319	4334	4329	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.821082621	0.988114286	0.99288011	4323	4375	4354	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.821462488	0.79959327	0.965617325	4325	5409	4479	?a
?g  DIS_DRUG  ?b  ?g  IS_A  ?a   => ?a  DIS_DRUG  ?b	0.094883543	0.130548989	0.130548989	497	3807	3807	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.826780627	0.727683049	0.870251899	4353	5982	5002	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDACT_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.741509434	0.966249441	0.988340192	4323	4474	4374	?a
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.741852487	0.868997388	0.960257549	4325	4977	4504	?a
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.740823328	0.988782051	0.993330267	4319	4368	4348	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.742538593	0.951428571	0.979633401	4329	4550	4419	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.742367067	0.723503845	0.913851351	4328	5982	4736	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.747684391	0.859932926	0.963314917	4359	5069	4525	?a
?a  DRUG_INHIBITION_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_BINDINH_GENE  ?b	0.026072041	0.01804797	0.216524217	152	8422	702	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.02864494	0.081304771	0.381278539	167	2054	438	?a
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.310548824	0.997481685	0.997710098	4357	4368	4367	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.310691376	0.80587909	0.939034899	4359	5409	4642	?a
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.308125445	0.997231834	0.998383372	4323	4335	4330	?a
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.315466857	0.889290737	0.964270153	4426	4977	4590	?a
?a  DRUG_CATALYSIS_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.015951973	0.095876289	0.30794702	93	970	302	?a
?a  DRUG_BINDINH_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.3085531	0.998846331	0.998846331	4329	4334	4334	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.315680684	0.74038783	0.806298926	4429	5982	5493	?a
?a  DRUG_BINDINH_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_INHIBITION_GENE  ?b	0.01237382	0.146153846	0.349425287	152	1040	435	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_INHIBITION_GENE  ?b	0.053647021	0.245620574	0.314408397	659	2683	2096	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.013286142	0.048135727	0.18429003	244	5069	1324	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.0174789	0.053660983	0.232946299	321	5982	1378	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.035883474	0.32083739	0.344845631	659	2054	1911	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.020310373	0.029952622	0.101773533	373	12453	3665	?b
?a  DRUG_REACTION_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_CATALYSIS_GENE  ?b	0.046882657	0.090412685	0.240704501	861	9523	3577	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.024775388	0.105789351	0.180627233	455	4301	2519	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.023032943	0.046463093	0.117012448	423	9104	3615	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.019711408	0.067111605	0.23042648	362	5394	1571	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.038606044	0.054366996	0.145944833	709	13041	4858	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.022978492	0.0627416	0.152843173	422	6726	2761	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.022325075	0.095039407	0.167895168	410	4314	2442	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.023414103	0.07948244	0.167575994	430	5410	2566	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.023849714	0.099636033	0.246621622	438	4396	1776	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.036809148	0.044119567	0.109296686	676	15322	6185	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.134695727	0.216120174	0.334207568	2676	12382	8007	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.134695727	0.217419565	0.337623013	2676	12308	7926	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.131423969	0.493572779	0.51960199	2611	5290	5025	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_BINDING_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.133789702	0.471193051	0.510466679	2658	5641	5207	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.131423969	0.492362814	0.519085487	2611	5303	5030	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_BINDING_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.133789702	0.470442478	0.510662824	2658	5650	5205	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.133739367	0.561733615	0.586534216	2657	4730	4530	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.133739367	0.471350009	0.524580454	2657	5637	5065	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.036427988	0.083054004	0.177453581	669	8055	3770	?b
?a  GENE_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.016912468	0.074074074	0.174545455	336	4536	1925	?b
?b  GENE_GENE  ?a  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.016459455	0.071805007	0.16995842	327	4554	1924	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.08083757	0.067391213	0.130209178	1606	23831	12334	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.237081405	0.036215429	0.111956801	4354	120225	38890	?b
?h  GENE_ACTIVATION_GENE  ?a  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.331152162	0.115176555	0.147349325	6579	57121	44649	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.408717975	0.110134549	0.164199628	8120	73728	49452	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_CATALYSIS_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.164007623	0.033330014	0.110796395	3012	90369	27185	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.411707051	0.085063058	0.1995408	7561	88887	37892	?b
?g  GENE_ACTIVATION_GENE  ?b  ?a  GENE_ACTIVATION_GENE  ?g   => ?a  GENE_ACTIVATION_GENE  ?b	0.557507424	0.193904168	0.193904168	11076	57121	57121	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_REACTION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.236264634	0.036065765	0.111582575	4339	120308	38886	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_BINDING_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.410454669	0.083427408	0.198828867	7538	90354	37912	?b
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.077918156	0.082065419	0.137661183	1548	18863	11245	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_CATALYSIS_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.17593248	0.035524623	0.111915483	3231	90951	28870	?b
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_BINDING_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.821211054	0.052404706	0.105271648	16315	311327	154980	?b
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.230439386	0.874623267	0.882782397	4353	4977	4931	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.229115934	0.800147902	0.814145974	4328	5409	5316	?b
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.234462679	0.873742355	0.919833853	4429	5069	4815	?b
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDACT_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.230651138	0.973848905	0.974938465	4357	4474	4469	?b
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.228639492	0.996309112	0.996768982	4319	4335	4333	?b
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.229168872	0.989485714	0.989711934	4329	4375	4374	?b
