Assuming rdf:type as type relation
Loading files... 
  Starting train_completed_TransE.txt
  Finished train_completed_TransE.txt, still running: 0
Loaded 75642 facts in 0.56 s using -104 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  carcinogenesis#micronuc_f  ?b   => ?a  carcinogenesis#cytogen_sce  ?b	0.01025641	0.222222222	0.666666667	2	9	3	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#salmonella_n  ?b   => ?a  carcinogenesis#salmonella  ?b	0.088607595	0.677419355	1	21	31	21	?a
?a  carcinogenesis#drosophila_slrl  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.444444444	1	4	9	4	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#cytogen_ca  ?b   => ?a  carcinogenesis#salmonella  ?b	0.025316456	0.6	0.75	6	10	8	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#drosophila_rt  ?b   => ?a  carcinogenesis#salmonella  ?b	0.021097046	0.555555556	0.833333333	5	9	6	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#micronuc_m  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.75	1	3	4	3	?a
?h  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.25	0.5	4	16	8	?a
?a  carcinogenesis#inBond  ?h  ?h  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.25	0.5	4	16	8	?a
?a  carcinogenesis#mouse_lymph  ?b  ?a  carcinogenesis#salmonella_n  ?b   => ?a  carcinogenesis#salmonella  ?b	0.033755274	0.571428571	1	8	14	8	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#drosophila_rt  ?b   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.5	1	4	8	4	?a
?a  carcinogenesis#inBond  ?h  ?h  carcinogenesis#micronuc_f  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.375	0.75	3	8	4	?a
?a  carcinogenesis#inBond  ?h  ?h  carcinogenesis#micronuc_m  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.375	0.75	3	8	4	?a
?a  carcinogenesis#inBond  ?h  ?h  carcinogenesis#isMutagenic  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.375	0.75	3	8	4	?a
?h  carcinogenesis#amesTestPositive  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.285714286	0.5	4	14	8	?a
?h  carcinogenesis#cytogen_sce  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.375	0.75	3	8	4	?a
?a  carcinogenesis#isMutagenic  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.075949367	0.461538462	0.580645161	18	39	31	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#chromex  ?b   => ?a  carcinogenesis#salmonella  ?b	0.025316456	0.545454545	1	6	11	6	?a
?a  carcinogenesis#chromex  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.6	3	10	5	?a
?a  carcinogenesis#chromex  ?b  ?a  carcinogenesis#isMutagenic  ?b   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.4	0.571428571	4	10	7	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#micronuc_f  ?b   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.8	1	4	5	4	?a
?h  carcinogenesis#micronuc_m  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#drosophila_slrl  ?b   => ?a  carcinogenesis#salmonella  ?b	0.021097046	0.5	1	5	10	5	?a
?a  carcinogenesis#cytogen_sce  ?b  ?a  carcinogenesis#isMutagenic  ?b   => ?a  carcinogenesis#salmonella  ?b	0.109704641	0.448275862	0.634146341	26	58	41	?a
?h  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.375	0.75	3	8	4	?a
?h  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.375	0.75	3	8	4	?a
?a  carcinogenesis#drosophila_rt  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#chromaberr  ?b   => ?a  carcinogenesis#salmonella  ?b	0.05907173	0.823529412	1	14	17	14	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.021097046	0.555555556	0.714285714	5	9	7	?a
?h  carcinogenesis#salmonella  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.016877637	0.285714286	0.5	4	14	8	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#cytogen_ca  ?b   => ?a  carcinogenesis#salmonella  ?b	0.278481013	0.75	0.985074627	66	88	67	?a
?g  carcinogenesis#amesTestPositive  ?b  ?g  owl#disjointWith  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#micronuc_f  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.75	1	3	4	3	?a
?g  carcinogenesis#salmonella_n  ?b  ?g  owl#disjointWith  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.333333333	0.6	3	9	5	?a
?h  carcinogenesis#chromaberr  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?h  carcinogenesis#cytogen_ca  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?h  carcinogenesis#micronuc_f  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?h  carcinogenesis#isMutagenic  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.181434599	0.704918033	0.977272727	43	61	44	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.151898734	0.545454545	0.837209302	36	66	43	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#cytogen_sce  ?b   => ?a  carcinogenesis#salmonella  ?b	0.248945148	0.786666667	1	59	75	59	?a
?g  carcinogenesis#cytogen_ca  ?b  ?g  owl#disjointWith  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?g  carcinogenesis#mouse_lymph  ?b  ?g  owl#disjointWith  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?g  carcinogenesis#inBond  ?a  ?g  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?g  carcinogenesis#inBond  ?a  ?g  carcinogenesis#salmonella_n  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?g  carcinogenesis#inBond  ?a  ?g  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?h  owl#disjointWith  ?b  ?a  owl#disjointWith  ?h   => ?a  owl#disjointWith  ?b	0.014705882	0.666666667	0.666666667	2	3	3	?b
?g  carcinogenesis#amesTestPositive  ?b  ?g  carcinogenesis#inBond  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?h  carcinogenesis#cytogen_sce  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.428571429	0.75	3	7	4	?a
?a  carcinogenesis#drosophila_rt  ?b  ?a  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.019354839	0.5	1	3	6	3	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.232258065	0.327272727	0.692307692	36	110	52	?a
?a  carcinogenesis#chromex  ?b  ?a  carcinogenesis#cytogen_sce  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.038709677	0.666666667	1	6	9	6	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#cytogen_sce  ?b   => ?a  carcinogenesis#salmonella  ?b	0.210970464	0.505050505	0.724637681	50	99	69	?a
?g  carcinogenesis#cytogen_ca  ?b  ?g  carcinogenesis#inBond  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?g  carcinogenesis#salmonella  ?b  ?g  owl#disjointWith  ?a   => ?a  carcinogenesis#salmonella  ?b	0.012658228	0.3	0.5	3	10	6	?a
?a  owl#disjointWith  ?h  ?b  owl#disjointWith  ?h   => ?a  owl#disjointWith  ?b	0.014705882	0.011764706	0.4	2	170	5	?b
?g  rdf-schema#domain  ?b  ?g  rdf-schema#range  ?a   => ?a  owl#disjointWith  ?b	0.022058824	0.5	0.6	3	6	5	?b
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#cytogen_ca  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.2	0.352272727	0.720930233	31	88	43	?a
?a  carcinogenesis#cytogen_sce  ?b  ?a  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.193548387	0.340909091	0.75	30	88	40	?a
?h  carcinogenesis#amesTestPositive  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.025806452	0.285714286	0.5	4	14	8	?a
?a  carcinogenesis#cytogen_sce  ?b  ?a  carcinogenesis#drosophila_rt  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.025806452	0.8	0.8	4	5	5	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#chromex  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.333333333	0.5	2	6	4	?a
?h  carcinogenesis#micronuc_m  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?a  carcinogenesis#isMutagenic  ?b  ?a  carcinogenesis#salmonella_n  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.025806452	0.307692308	0.666666667	4	13	6	?a
?h  carcinogenesis#mouse_lymph  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#drosophila_rt  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.032258065	0.555555556	0.833333333	5	9	6	?a
?h  carcinogenesis#cytogen_sce  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?h  carcinogenesis#salmonella  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.025806452	0.285714286	0.5	4	14	8	?a
?h  carcinogenesis#isMutagenic  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?a  carcinogenesis#inBond  ?h  ?h  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.25	0.5	2	8	4	?a
?h  carcinogenesis#cytogen_sce  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.25	0.5	2	8	4	?a
?h  carcinogenesis#micronuc_f  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.277419355	0.27388535	0.589041096	43	157	73	?a
?h  carcinogenesis#cytogen_ca  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?g  carcinogenesis#salmonella  ?b  ?g  owl#disjointWith  ?a   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.2	0.5	2	10	4	?a
?h  carcinogenesis#chromaberr  ?b  ?a  owl#disjointWith  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.285714286	0.5	2	7	4	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#cytogen_sce  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.24516129	0.383838384	0.76	38	99	50	?a
?g  carcinogenesis#amesTestPositive  ?b  ?g  carcinogenesis#inBond  ?a   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.2	0.5	2	10	4	?a
?g  carcinogenesis#inBond  ?a  ?g  carcinogenesis#salmonella_n  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.2	0.5	2	10	4	?a
?g  carcinogenesis#inBond  ?a  ?g  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.2	0.5	2	10	4	?a
?a  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#drosophila_rt  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.032258065	0.625	0.714285714	5	8	7	?a
?h  carcinogenesis#amesTestPositive  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.025806452	0.25	0.5	4	16	8	?a
?a  carcinogenesis#cytogen_sce  ?b  ?a  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.253218884	0.670454545	0.967213115	59	88	61	?a
?h  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#inBond  ?h   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.25	0.5	2	8	4	?a
?a  carcinogenesis#drosophila_rt  ?b  ?a  carcinogenesis#salmonella  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.017167382	0.666666667	1	4	6	4	?a
?a  carcinogenesis#inBond  ?h  ?h  carcinogenesis#isMutagenic  ?b   => ?a  carcinogenesis#mouse_lymph  ?b	0.012903226	0.25	0.5	2	8	4	?a
?a  carcinogenesis#isMutagenic  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.064377682	0.384615385	0.576923077	15	39	26	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#cytogen_sce  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.17167382	0.404040404	0.625	40	99	64	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.13304721	0.46969697	0.673913043	31	66	46	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#salmonella_n  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.051502146	0.545454545	1	12	22	12	?a
?a  carcinogenesis#cytogen_ca  ?b  ?a  carcinogenesis#drosophila_rt  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.021459227	0.555555556	0.714285714	5	9	7	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#cytogen_sce  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.025751073	0.545454545	0.6	6	11	10	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.021459227	0.555555556	0.714285714	5	9	7	?a
?a  carcinogenesis#chromaberr  ?b  ?a  carcinogenesis#micronuc_f  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.017167382	1	1	4	4	4	?a
?a  carcinogenesis#chromex  ?b  ?a  carcinogenesis#mouse_lymph  ?b   => ?a  carcinogenesis#amesTestPositive  ?b	0.025751073	0.6	0.75	6	10	8	?a
