Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 4192002 facts in 26.74 s using 3990 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.010300211	0.902823018	0.916253444	1663	1842	1815	?a
?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.026626944	0.188189459	0.252956752	4299	22844	16995	?a
?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.019206828	0.208695067	0.314982224	3101	14859	9845	?a
?b  GENE_DRUG  ?a   => ?a  DRUG_BINDING_GENE  ?b	0.500430466	0.495073529	0.598661836	80796	163200	134961	?a
?b  DRUG_BINDINH_GENE  ?a   => ?a  GENE_DRUG  ?b	0.010079657	0.893051031	0.906336088	1645	1842	1815	?b
?b  DRUG_REACTION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.100753676	0.902123224	0.90217272	16443	18227	18226	?b
?b  DRUG_CATALYSIS_GENE  ?a   => ?a  GENE_DRUG  ?b	0.126335784	0.90255647	0.904377577	20618	22844	22798	?b
?b  DRUG_ACTIVATION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.064564951	0.896918624	0.903300471	10537	11748	11665	?b
?b  DRUG_INHIBITION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.081685049	0.8971667	0.906624048	13331	14859	14704	?b
?b  DRUG_BINDING_GENE  ?a   => ?a  GENE_DRUG  ?b	0.495073529	0.500430466	0.569094124	80796	161453	141973	?b
?b  GENE_BINDING_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	1	1	1	232345	232345	232345	?a
?b  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.038640814	0.359810837	0.36881239	8978	24952	24343	?a
?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.014607588	0.371578717	0.375691831	3394	9134	9034	?a
?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.038640814	0.359810837	0.429733869	8978	24952	20892	?a
?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.014607588	0.371578717	0.413700634	3394	9134	8204	?a
?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.40717898	0.382431886	0.388960153	94606	247380	243228	?a
?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.40717898	0.382431886	0.385062477	94606	247380	245690	?a
?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.584355162	0.430811603	0.452958348	135772	315154	299745	?a
?a  GENE_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.857169296	0.281481304	0.317060978	199159	707539	628141	?a
?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.584355162	0.430811603	0.452984039	135772	315154	299728	?a
?b  GENE_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.857169296	0.281481304	0.317107423	199159	707539	628049	?a
?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.849676611	0.849676611	0.873965198	210193	247380	240505	?a
?b  GENE_BINDING_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.382431886	0.40717898	0.525276641	94606	232345	180107	?a
?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.016436252	0.445149989	0.484220555	4066	9134	8397	?a
?b  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.030131781	0.298733568	0.435829971	7454	24952	17103	?a
?b  GENE_REACTION_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.720300752	0.565399773	0.666851292	178188	315154	267208	?a
?b  GENE_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.857510712	0.299815275	0.447263887	212131	707539	474286	?a
?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.035681947	0.353759218	0.504977117	8827	24952	17480	?a
?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.018396798	0.498248303	0.630856668	4551	9134	7214	?a
?a  GENE_BINDING_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.382431886	0.40717898	0.525276641	94606	232345	180107	?a
?a  GENE_REACTION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.720203735	0.56532362	0.66731339	178164	315154	266987	?a
?a  GENE_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.857583475	0.299840715	0.447228289	212149	707539	474364	?a
?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.565399773	0.720300752	0.726254524	178188	247380	245352	?a
?b  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.026482291	0.334482206	0.457615967	8346	24952	18238	?a
?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.013672681	0.471753887	0.495572168	4309	9134	8695	?a
?b  GENE_BINDING_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.430811603	0.584355162	0.674137666	135772	232345	201401	?a
?b  GENE_REACTION_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.992609962	0.992609962	0.994155671	312825	315154	314664	?a
?b  GENE_GENE  ?a   => ?a  GENE_REACTION_GENE  ?b	0.85831054	0.382311081	0.503913949	270500	707539	536798	?a
?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.56532362	0.720203735	0.74604916	178164	247380	238810	?a
?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.0136822	0.47208233	0.589393111	4312	9134	7316	?a
?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.026539406	0.335203591	0.462176051	8364	24952	18097	?a
?a  GENE_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.858370828	0.382337935	0.503750396	270519	707539	537010	?a
?a  GENE_BINDING_GENE  ?b   => ?a  GENE_REACTION_GENE  ?b	0.430811603	0.584355162	0.674137666	135772	232345	201401	?a
?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_GENE  ?b	0.299815275	0.857510712	0.857510712	212131	247380	247380	?a
?b  GENE_REACTION_GENE  ?a   => ?a  GENE_GENE  ?b	0.382311081	0.85831054	0.85831054	270500	315154	315154	?a
?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_GENE  ?b	0.011041087	0.855266039	0.855266039	7812	9134	9134	?a
?b  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_GENE  ?b	0.030244269	0.857606605	0.857606605	21399	24952	24952	?a
?b  GENE_BINDING_GENE  ?a   => ?a  GENE_GENE  ?b	0.281481304	0.857169296	0.857261536	199159	232345	232320	?a
?a  GENE_REACTION_GENE  ?b   => ?a  GENE_GENE  ?b	0.382337935	0.858370828	0.858370828	270519	315154	315154	?a
?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_GENE  ?b	0.299840715	0.857583475	0.857590408	212149	247380	247378	?a
?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_GENE  ?b	0.011060874	0.856798774	0.856798774	7826	9134	9134	?a
?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_GENE  ?b	0.030217416	0.856845143	0.856879484	21380	24952	24951	?a
?a  GENE_BINDING_GENE  ?b   => ?a  GENE_GENE  ?b	0.281481304	0.857169296	0.857261536	199159	232345	232320	?a
?b  GENE_GENE  ?a   => ?a  GENE_GENE  ?b	0.947397953	0.947397953	0.947507764	670321	707539	707457	?a
?a  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_EXPRESSED_ANATOMY  ?b	0.064407208	0.707329221	0.707423182	85207	120463	120447	?a
?a  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_EXPRESSED_ANATOMY  ?b	0.042839369	0.485988201	0.486042383	56674	116616	116603	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.021172638	0.052845528	0.15	39	738	260	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.184039088	0.109319574	0.449602122	339	3101	754	?a
?a  DRUG_CATALYSIS_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.104234528	0.126482213	0.345945946	192	1518	555	?a
?a  GENE_DIS  ?h  ?b  IS_A  ?h   => ?a  GENE_DIS  ?b	0.220466516	0.141306969	0.524150268	586	4147	1118	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.1330076	0.056989998	0.179882526	245	4299	1362	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_BINDINH_GENE  ?b	0.035830619	0.058876004	0.216393443	66	1121	305	?a
?a  GENE_DIS  ?h  ?h  IS_A  ?b   => ?a  GENE_DIS  ?b	0.061324304	0.080414406	0.442934783	163	2027	368	?b
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_PTMOD_GENE  ?h   => ?a  GENE_PTMOD_GENE  ?b	0.116127475	0.050250731	0.115403071	481	9572	4168	?a
?a  DRUG_BINDING_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_BINDINH_GENE  ?b	0.804017372	0.018330115	0.205352191	1481	80796	7212	?a
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  GENE_PTMOD_GENE  ?b	0.117817479	0.043932301	0.107041018	488	11108	4559	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_PTMOD_GENE  ?b   => ?a  GENE_PTMOD_GENE  ?b	0.117817479	0.043932301	0.107041018	488	11108	4559	?a
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_PTMOD_GENE  ?b   => ?a  GENE_PTMOD_GENE  ?b	0.116127475	0.050250731	0.115403071	481	9572	4168	?a
?a  DRUG_BINDACT_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_ACTIVATION_GENE  ?b	0.016768812	0.197197197	0.437777778	197	999	450	?a
?g  DIS_DRUG  ?b  ?g  IS_A  ?a   => ?a  DIS_DRUG  ?b	0.159087357	0.194609061	0.194609061	1018	5231	5231	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_ACTIVATION_GENE  ?b	0.040432414	0.110490812	0.163342503	475	4299	2908	?a
?a  GENE_BINDING_GENE  ?b  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.223560324	0.601649971	0.680213191	2042	3394	3002	?b
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.02474272	0.840148699	0.896825397	226	269	252	?b
?b  GENE_INHIBITION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.352747975	0.747217069	0.782038835	3222	4312	4120	?b
?a  GENE_CATALYSIS_GENE  ?b  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.3450843	0.775209051	0.806757103	3152	4066	3907	?b
?b  GENE_CATALYSIS_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.3450843	0.692595034	0.760067519	3152	4551	4147	?b
?b  GENE_INHIBITION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.352747975	0.747737294	0.782228696	3222	4309	4119	?b
?g  GENE_PTMOD_GENE  ?b  ?g  GENE_REACTION_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.547561564	0.028935584	0.116022099	2268	78381	19548	?a
?h  GENE_PTMOD_GENE  ?b  ?a  GENE_REACTION_GENE  ?h   => ?a  GENE_PTMOD_GENE  ?b	0.547320135	0.029020943	0.116274299	2267	78116	19497	?a
?b  GENE_BINDING_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.223560324	0.601649971	0.680213191	2042	3394	3002	?b
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.032734837	0.035825545	0.163745893	299	8346	1826	?b
?b  GENE_PTMOD_GENE  ?h  ?a  GENE_REACTION_GENE  ?h   => ?a  GENE_PTMOD_GENE  ?b	0.547320135	0.029020943	0.116274299	2267	78116	19497	?a
?b  GENE_PTMOD_GENE  ?h  ?h  GENE_REACTION_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.547561564	0.028935584	0.116022099	2268	78381	19548	?a
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.03098314	0.037966193	0.182227946	283	7454	1553	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.021020363	0.022955524	0.113676732	192	8364	1689	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.020910882	0.025623826	0.120201385	191	7454	1589	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.022224655	0.024606061	0.152402402	203	8250	1332	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.020910882	0.022885214	0.112220917	191	8346	1702	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.041602803	0.043049734	0.171867933	380	8827	2211	?b
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_BINDING_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.042807094	0.043550902	0.187710034	391	8978	2083	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_BINDING_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.042807094	0.043550902	0.187710034	391	8978	2083	?b
?b  GENE_ACTIVATION_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.131705715	0.043092023	0.104708852	1203	27917	11489	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.074556602	0.061307166	0.122108661	681	11108	5577	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.032953799	0.035987566	0.163055255	301	8364	1846	?b
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.464418656	0.250383662	0.345355369	4242	16942	12283	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.576855704	0.206732844	0.351712169	5269	25487	14981	?b
?g  GENE_INHIBITION_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?g   => ?a  GENE_INHIBITION_GENE  ?b	0.696190059	0.375339393	0.375339393	6359	16942	16942	?b
?g  GENE_ACTIVATION_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?g   => ?a  GENE_INHIBITION_GENE  ?b	0.129954018	0.052706363	0.107091303	1187	22521	11084	?b
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_PTMOD_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.074556602	0.061307166	0.122108661	681	11108	5577	?b
?b  GENE_BINDING_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.895774031	0.047748826	0.139944583	8182	171355	58466	?b
?h  GENE_BINDING_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.895774031	0.047748826	0.139944583	8182	171355	58466	?b
?h  GENE_CATALYSIS_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.82329757	0.053348089	0.129322946	7520	140961	58149	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.865447778	0.049451684	0.138487413	7905	159853	57081	?b
?a  DRUG_CATALYSIS_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_REACTION_GENE  ?b	0.100345641	0.088708895	0.458281133	1829	20618	3991	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.036758655	0.088554058	0.342360756	670	7566	1957	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.025676195	0.070133373	0.215271389	468	6673	2174	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.029461787	0.151523702	0.320214669	537	3544	1677	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.031766061	0.111068483	0.20634355	579	5213	2806	?b
?b  GENE_CATALYSIS_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.81924677	0.044150618	0.122629914	7483	169488	61021	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.090086136	0.104732747	0.244745864	1642	15678	6709	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.061337576	0.06793049	0.130196809	1118	16458	8587	?b
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.867199474	0.048369565	0.136972799	7921	163760	57829	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.046798705	0.176677713	0.306944944	853	4828	2779	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.035387063	0.17264454	0.334196891	645	3736	1930	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.029461787	0.151523702	0.320214669	537	3544	1677	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.031766061	0.111068483	0.20634355	579	5213	2806	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.953201295	0.141947924	0.33417965	17374	122397	51990	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.060075712	0.102336449	0.229127433	1095	10700	4779	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.079387722	0.113766806	0.243315958	1447	12719	5947	?b
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.554302606	0.037812929	0.102743618	5063	133896	49278	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.028541411	0.248003043	0.561101549	652	2629	1162	?b
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.054894064	0.404385682	0.426240653	1254	3101	2942	?b
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.020793206	0.423728814	0.471230159	475	1121	1008	?b
?a  DRUG_REACTION_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_CATALYSIS_GENE  ?b	0.080064787	0.111232743	0.281601232	1829	16443	6495	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.028366311	0.124304623	0.18886622	648	5213	3431	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.028016109	0.180586907	0.292370946	640	3544	2189	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.021624934	0.065292096	0.183779762	494	7566	2688	?b
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.554412087	0.038077765	0.102570335	5064	132991	49371	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.021012082	0.071931665	0.241813602	480	6673	1985	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.04351252	0.063400944	0.166582872	994	15678	5967	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.042987218	0.059667031	0.152200868	982	16458	6452	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.238382619	0.038420727	0.126179759	4345	113090	34435	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_BINDING_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.953201295	0.141947924	0.33417965	17374	122397	51990	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.969276348	0.124901024	0.309317879	17667	141448	57116	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_CATALYSIS_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.896966039	0.132648011	0.315118924	16349	123251	51882	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.026308878	0.160867238	0.29288499	601	3736	2052	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.02429522	0.114954432	0.207012309	555	4828	2681	?b
