Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 4234072 facts in 33.33 s using 6539 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  DGIDB::BINDER::Gene:Compound  ?b   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.010540788	0.23	0.58974359	23	100	39	?b
?b  GNBR::A+::Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.016498625	0.032114184	0.18	36	1121	200	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.094408799	0.024547188	0.115083799	206	8392	1790	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.115490376	0.031782066	0.162580645	252	7929	1550	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.155362053	0.023579328	0.216061185	339	14377	1569	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.142071494	0.017166907	0.149903288	310	18058	2068	?b
?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.011027043	0.091812401	0.293333333	462	5032	1575	?b
?a  Hetionet::GiG::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.129531947	0.051332255	0.274077067	5427	105723	19801	?b
?b  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.058429004	0.026230913	0.164637837	2448	93325	14869	?b
?b  Hetionet::GiG::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.130104781	0.051559263	0.143932193	5451	105723	37872	?b
?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.010716758	0.089228935	0.301747312	449	5032	1488	?b
?a  INTACT::ASSOCIATION::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.065756498	0.034097379	0.157311711	2755	80798	17513	?b
?a  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.059526935	0.026723815	0.164305949	2494	93325	15179	?b
?b  INTACT::ASSOCIATION::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.065708762	0.034072626	0.145200422	2753	80798	18960	?b
?b  bioarx::HumGenHumGen:Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.726304986	0.726304986	0.727016437	30430	41897	41856	?b
?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?a   => ?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?b	0.363076312	0.363076312	0.451668727	1827	5032	4045	?a
?b  INTACT::COLOCALIZATION::Gene:Gene  ?a   => ?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?b	0.030405405	0.061029118	0.120757695	153	2507	1267	?a
?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?b	0.011923688	0.062565172	0.118343195	60	959	507	?a
?a  INTACT::COLOCALIZATION::Gene:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?b	0.042329094	0.084962106	0.157195572	213	2507	1355	?a
?a  Hetionet::CbG::Compound:Gene  ?b   => ?a  DRUGBANK::enzyme::Compound:Gene  ?b	0.389917402	0.163131554	0.221736314	1369	8392	6174	?a
?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  DRUGBANK::enzyme::Compound:Gene  ?b	0.407576189	0.079244656	0.219108865	1431	18058	6531	?a
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.720887585	0.720887585	0.727356832	7862	10906	10809	?a
?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.412800293	0.215592376	0.420826323	4502	20882	10698	?a
?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.262607739	0.048798773	0.123629457	2864	58690	23166	?a
?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.409499358	0.213868403	0.417500234	4466	20882	10697	?a
?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.258940033	0.048117226	0.122643968	2824	58690	23026	?a
?a  Hetionet::AeG::Anatomy:Gene  ?b   => ?a  Hetionet::AuG::Anatomy:Gene  ?b	0.622371168	0.115709243	0.122856983	43828	378777	356740	?b
?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.711191336	0.711191336	0.777120316	394	554	507	?b
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.185920578	0.009444343	0.122911695	103	10906	838	?b
?b  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?a   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.016245487	0.009384776	0.102272727	9	959	88	?b
?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.185920578	0.009444343	0.125	103	10906	824	?b
?b  GNBR::A-::Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.015668203	0.041514042	0.189944134	34	819	179	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.137327189	0.020727551	0.185901435	298	14377	1603	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.120276498	0.03291714	0.201078582	261	7929	1298	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.129953917	0.033603432	0.135186961	282	8392	2086	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.161751152	0.019437368	0.150450064	351	18058	2333	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.070028011	0.006305965	0.228310502	50	7929	219	?b
?a  DGIDB::INHIBITOR::Gene:Compound  ?b   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.016806723	0.002771363	0.307692308	12	4330	39	?b
?a  DGIDB::CHANNEL BLOCKER::Gene:Compound  ?b   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.012605042	0.035856574	0.225	9	251	40	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.138655462	0.011796949	0.171577123	99	8392	577	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.086834734	0.004312443	0.246031746	62	14377	252	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.072829132	0.00287961	0.129032258	52	18058	403	?b
?b  GNBR::W::Gene:Gene  ?a   => ?a  GNBR::W::Gene:Gene  ?b	0.63681592	0.63681592	0.901408451	128	201	142	?a
?b  DGIDB::BLOCKER::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.011796949	0.138655462	0.144314869	99	714	686	?b
?b  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.014180172	0.265625	0.266816143	119	448	446	?b
?b  DGIDB::ANTAGONIST::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.033603432	0.129953917	0.16328894	282	2170	1727	?b
?b  DGIDB::AGONIST::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.024547188	0.094408799	0.130544994	206	2182	1578	?b
?a  DRUGBANK::carrier::Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.012988561	0.207224335	0.233905579	109	526	466	?b
?b  DGIDB::INHIBITOR::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.042778837	0.082909931	0.127803489	359	4330	2809	?b
?b  DGIDB::OTHER::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.146687321	0.155252869	0.264390034	1231	7929	4656	?b
?a  DRUGBANK::enzyme::Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.163131554	0.389917402	0.40988024	1369	3511	3340	?b
?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.483913251	0.224886477	0.275191435	4061	18058	14757	?b
?a  DRUGBANK::target::Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.27264061	0.159143076	0.309314587	2288	14377	7397	?b
?a  DRUGBANK::treats::Compound:Disease  ?b   => ?a  GNBR::T::Compound:Disease  ?b	0.023243973	0.255456072	0.372805227	913	3574	2449	?a
?a  GNBR::E::Compound:Gene  ?b   => ?a  GNBR::E+::Compound:Gene  ?b	0.71932299	0.043138084	0.10844142	1020	23645	9406	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.107954545	0.001052165	0.226190476	19	18058	84	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.0625	0.000765111	0.366666667	11	14377	30	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.051136364	0.00107245	0.191489362	9	8392	47	?b
?b  GNBR::N::Compound:Gene  ?a   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.011363636	0.000215517	0.153846154	2	9280	13	?b
?a  DGIDB::ALLOSTERIC MODULATOR::Gene:Compound  ?b   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.011363636	0.008298755	0.5	2	241	4	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.113636364	0.002522386	0.444444444	20	7929	45	?b
?a  DGIDB::ANTAGONIST::Gene:Compound  ?b   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.017045455	0.001382488	0.333333333	3	2170	9	?b
?a  DGIDB::AGONIST::Gene:Compound  ?b   => ?a  DGIDB::MODULATOR::Gene:Compound  ?b	0.017045455	0.001374885	0.3	3	2182	10	?b
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::INHIBITION::Gene:Gene  ?b	0.215592376	0.412800293	0.454380299	4502	10906	9908	?b
?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  STRING::INHIBITION::Gene:Gene  ?b	0.721195288	0.721195288	0.726378238	15060	20882	20733	?b
?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  STRING::INHIBITION::Gene:Gene  ?b	0.213868403	0.409499358	0.451887079	4466	10906	9883	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.38	0.002643111	0.181818182	38	14377	209	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.29	0.003455672	0.161111111	29	8392	180	?b
?b  DRUGBANK::carrier::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.07	0.013307985	0.5	7	526	14	?b
?b  GNBR::A+::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.01	0.000892061	0.142857143	1	1121	7	?b
?a  DGIDB::AGONIST::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.23	0.010540788	0.425925926	23	2182	54	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.33	0.004161937	0.147321429	33	7929	224	?b
?a  DGIDB::ANTIBODY::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.01	0.007692308	1	1	130	1	?b
?a  DGIDB::INHIBITOR::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.05	0.001154734	0.166666667	5	4330	30	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.21	0.001162919	0.115384615	21	18058	182	?b
?b  GNBR::H::Gene:Gene  ?a   => ?a  GNBR::H::Gene:Gene  ?b	0.712568306	0.712568306	0.867021277	1304	1830	1504	?b
?a  DGIDB::BLOCKER::Gene:Compound  ?b   => ?a  DGIDB::CHANNEL BLOCKER::Gene:Compound  ?b	0.035856574	0.012605042	0.136363636	9	714	66	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?b	0.180803571	0.004485547	0.344680851	81	18058	235	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?b	0.265625	0.014180172	0.351032448	119	8392	339	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?b	0.180803571	0.005633999	0.435483871	81	14377	186	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?b	0.25	0.014125363	0.401433692	112	7929	279	?b
?a  DGIDB::ALLOSTERIC MODULATOR::Gene:Compound  ?b   => ?a  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?b	0.022321429	0.041493776	0.666666667	10	241	15	?b
?a  DGIDB::ANTAGONIST::Gene:Compound  ?b   => ?a  DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound  ?b	0.011160714	0.002304147	0.357142857	5	2170	14	?b
?a  GNBR::Z::Compound:Gene  ?b   => ?a  GNBR::B::Compound:Gene  ?b	0.013907933	0.034216867	0.122413793	71	2075	580	?b
?a  GNBR::O::Compound:Gene  ?b   => ?a  GNBR::B::Compound:Gene  ?b	0.0417238	0.052696685	0.17288961	213	4042	1232	?b
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.048798773	0.262607739	0.272813869	2864	10906	10498	?a
?b  STRING::BINDING::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.232356449	0.059891785	0.104091291	13637	227694	131010	?a
?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.031265974	0.087874725	0.122349647	1835	20882	14998	?a
?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.048117226	0.258940033	0.268773199	2824	10906	10507	?a
?a  STRING::BINDING::Gene:Gene  ?b   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.233140228	0.06009381	0.104372302	13683	227694	131098	?a
?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.031504515	0.088545159	0.122742963	1849	20882	15064	?a
?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.722439939	0.722439939	0.724674836	42400	58690	58509	?a
?b  INTACT::UBIQUITINATION REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION REACTION::Gene:Gene  ?b	0.168627451	0.168627451	0.25443787	43	255	169	?a
?b  DGIDB::AGONIST::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.017166907	0.142071494	0.479134467	310	2182	647	?a
?b  DGIDB::ANTAGONIST::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.019437368	0.161751152	0.463060686	351	2170	758	?a
?a  DRUGBANK::carrier::Compound:Gene  ?b   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.010909292	0.374524715	0.572674419	197	526	344	?a
?b  DGIDB::INHIBITOR::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.036604275	0.152655889	0.41835443	661	4330	1580	?a
?b  DGIDB::OTHER::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.06744933	0.153613318	0.305492852	1218	7929	3987	?a
