Assuming rdf:type as type relation
Loading files... 
  Starting train_completed_TransE.txt
  Finished train_completed_TransE.txt, still running: 0
Loaded 4242902 facts in 36.40 s using 7727 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.17037037	0.17037037	0.247311828	46	270	186	?a
?b  DGIDB::BLOCKER::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.011563479	0.138728324	0.144360902	96	692	665	?b
?b  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.015177066	0.281879195	0.282511211	126	447	446	?b
?b  DGIDB::AGONIST::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.026258733	0.093884582	0.130930931	218	2322	1665	?b
?a  DRUGBANK::carrier::Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.013731631	0.215500945	0.235051546	114	529	485	?b
?b  DGIDB::ANTAGONIST::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.033847266	0.120704467	0.149547632	281	2328	1879	?b
?b  DGIDB::INHIBITOR::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.045892556	0.060697786	0.118691589	381	6277	3210	?b
?a  DRUGBANK::enzyme::Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.162490966	0.387755102	0.409656848	1349	3479	3293	?b
?b  DGIDB::OTHER::Gene:Compound  ?a   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.148157071	0.153481408	0.262036643	1230	8014	4694	?b
?a  DRUGBANK::target::Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.27427126	0.154477612	0.308494784	2277	14740	7381	?b
?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  Hetionet::CbG::Compound:Gene  ?b	0.483497952	0.223335003	0.274555404	4014	17973	14620	?b
?b  DGIDB::ANTAGONIST::Gene:Compound  ?a   => ?a  GNBR::A-::Compound:Gene  ?b	0.048076923	0.017182131	0.188679245	40	2328	212	?a
?a  GNBR::N::Compound:Gene  ?b   => ?a  GNBR::A-::Compound:Gene  ?b	0.241586538	0.021552649	0.167360533	201	9326	1201	?a
?b  GNBR::V+::Gene:Gene  ?a   => ?a  GNBR::V+::Gene:Gene  ?b	0.588639201	0.588639201	0.67081629	3772	6408	5623	?a
?a  DRUGBANK::treats::Compound:Disease  ?b   => ?a  GNBR::Pr::Compound:Disease  ?b	0.272906404	0.070197669	0.284686536	277	3946	973	?a
?a  GNBR::Pa::Compound:Disease  ?b   => ?a  GNBR::Pr::Compound:Disease  ?b	0.258128079	0.117016525	0.389880952	262	2239	672	?a
?a  GNBR::C::Compound:Disease  ?b   => ?a  GNBR::Pr::Compound:Disease  ?b	0.233497537	0.153796236	0.58808933	237	1541	403	?a
?b  DGIDB::ANTAGONIST::Gene:Compound  ?a   => ?a  DRUGBANK::target::Compound:Gene  ?b	0.020149254	0.12757732	0.402439024	297	2328	738	?a
?b  DGIDB::AGONIST::Gene:Compound  ?a   => ?a  DRUGBANK::target::Compound:Gene  ?b	0.022998643	0.145994832	0.414932681	339	2322	817	?a
?b  DGIDB::INHIBITOR::Gene:Compound  ?a   => ?a  DRUGBANK::target::Compound:Gene  ?b	0.03256445	0.076469651	0.203045685	480	6277	2364	?a
?b  DGIDB::OTHER::Gene:Compound  ?a   => ?a  DRUGBANK::target::Compound:Gene  ?b	0.092265943	0.16970302	0.262042389	1360	8014	5190	?a
?a  Hetionet::CbG::Compound:Gene  ?b   => ?a  DRUGBANK::target::Compound:Gene  ?b	0.154477612	0.27427126	0.29110202	2277	8302	7822	?a
?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  DRUGBANK::target::Compound:Gene  ?b	0.315196744	0.258498859	0.405551676	4646	17973	11456	?a
?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.720754717	0.720754717	0.807610994	382	530	473	?a
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.179245283	0.008699634	0.12195122	95	10920	779	?a
?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  STRING::EXPRESSION::Gene:Gene  ?b	0.175471698	0.008516484	0.121409922	93	10920	766	?a
?b  GNBR::E::Gene:Gene  ?a   => ?a  GNBR::E+::Gene:Gene  ?b	0.012591287	0.324675325	0.434782609	100	308	230	?b
?b  GNBR::V+::Gene:Gene  ?a   => ?a  GNBR::E+::Gene:Gene  ?b	0.04520272	0.05602372	0.104451557	359	6408	3437	?b
?b  GNBR::B::Gene:Gene  ?a   => ?a  GNBR::E+::Gene:Gene  ?b	0.100352556	0.130377883	0.237414358	797	6113	3357	?b
?b  GNBR::E+::Gene:Gene  ?a   => ?a  GNBR::E+::Gene:Gene  ?b	0.505162428	0.505162428	0.594194313	4012	7942	6752	?b
?b  GNBR::A+::Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.013781223	0.027072758	0.148148148	32	1182	216	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.093884582	0.026258733	0.120441989	218	8302	1810	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.107665805	0.031195408	0.169721656	250	8014	1473	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.129198966	0.016691704	0.133511348	300	17973	2247	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::AGONIST::Gene:Compound  ?b	0.145994832	0.022998643	0.197898424	339	14740	1713	?b
?a  DRUGBANK::treats::Compound:Disease  ?b   => ?a  GNBR::T::Compound:Disease  ?b	0.029694477	0.298276736	0.42141067	1177	3946	2793	?a
?a  GNBR::E::Compound:Gene  ?b   => ?a  GNBR::E+::Compound:Gene  ?b	0.72294969	0.04386185	0.110619002	1049	23916	9483	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.345454545	0.002578019	0.175115207	38	14740	217	?b
?a  DGIDB::AGONIST::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.2	0.009474591	0.35483871	22	2322	62	?b
?a  DGIDB::INHIBITOR::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.063636364	0.001115182	0.259259259	7	6277	27	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.236363636	0.003131775	0.118721461	26	8302	219	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.263636364	0.003618667	0.166666667	29	8014	174	?b
?b  DRUGBANK::carrier::Compound:Gene  ?a   => ?a  DGIDB::BINDER::Gene:Compound  ?b	0.081818182	0.017013233	0.5	9	529	18	?b
?a  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?b   => ?a  DGIDB::ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.03968254	0.022371365	0.136986301	10	447	73	?b
?a  DGIDB::INHIBITOR::Gene:Compound  ?b   => ?a  DGIDB::ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.023809524	0.000955871	0.153846154	6	6277	39	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.130952381	0.004117794	0.113013699	33	8014	292	?b
?a  INTACT::PHYSICAL_ASSOCIATION::Compound:Gene  ?b   => ?a  INTACT::DIRECT_INTERACTION::Compound:Gene  ?b	0.107438017	0.090277778	0.722222222	13	144	18	?b
?a  INTACT::ASSOCIATION::Compound:Gene  ?b   => ?a  INTACT::DIRECT_INTERACTION::Compound:Gene  ?b	0.024793388	0.00286533	0.107142857	3	1047	28	?b
?b  INTACT::DEPHOSPHORYLATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::DEPHOSPHORYLATION_REACTION::Gene:Gene  ?b	0.143518519	0.143518519	0.168478261	31	216	184	?a
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.723992674	0.723992674	0.730278958	7906	10920	10826	?a
?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.26510989	0.049440697	0.124682372	2895	58555	23219	?a
?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.414010989	0.215378019	0.414960991	4521	20991	10895	?a
?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.264652015	0.049355307	0.124098248	2890	58555	23288	?a
?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  STRING::PTMOD::Gene:Gene  ?b	0.411721612	0.214187033	0.413083425	4496	20991	10884	?a
?a  GNBR::E+::Compound:Gene  ?b   => ?a  GNBR::E::Compound:Gene  ?b	0.04386185	0.72294969	0.758496023	1049	1451	1383	?b
?a  GNBR::E-::Compound:Gene  ?b   => ?a  GNBR::E::Compound:Gene  ?b	0.020948319	0.234660422	0.268344938	501	2135	1867	?b
?a  GNBR::K::Compound:Gene  ?b   => ?a  GNBR::E::Compound:Gene  ?b	0.172729553	0.455909944	0.514573991	4131	9061	8028	?b
?a  Hetionet::AeG::Anatomy:Gene  ?b   => ?a  Hetionet::AuG::Anatomy:Gene  ?b	0.621326188	0.115735043	0.12264877	43824	378658	357313	?b
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.057697801	0.026004956	0.1636953	2424	93213	14808	?b
?b  Hetionet::GiG::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.131010188	0.052050235	0.144899302	5504	105744	37985	?b
?b  INTACT::ASSOCIATION::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.066552414	0.034609529	0.146987698	2796	80787	19022	?b
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.010235171	0.086519115	0.276527331	430	4970	1555	?b
?a  Hetionet::GiG::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.13129582	0.052163716	0.275841376	5516	105744	19997	?b
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.058816529	0.026509178	0.162512331	2471	93213	15205	?b
?b  bioarx::HumGenHumGen:Gene:Gene  ?a   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.729482053	0.729482053	0.730281657	30647	42012	41966	?b
?a  INTACT::ASSOCIATION::Gene:Gene  ?b   => ?a  bioarx::HumGenHumGen:Gene:Gene  ?b	0.066361992	0.034510503	0.15916876	2788	80787	17516	?b
?b  DGIDB::AGONIST::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.016691704	0.129198966	0.466562986	300	2322	643	?a
?b  DGIDB::ANTAGONIST::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.021254103	0.164089347	0.509333333	382	2328	750	?a
?b  DGIDB::OTHER::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.072441996	0.162465685	0.321560879	1302	8014	4049	?a
?b  DGIDB::INHIBITOR::Gene:Compound  ?a   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.038891671	0.111358929	0.274764151	699	6277	2544	?a
?a  DRUGBANK::carrier::Compound:Gene  ?b   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.011628554	0.395085066	0.59375	209	529	352	?a
?a  Hetionet::CbG::Compound:Gene  ?b   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.223335003	0.483497952	0.639171975	4014	8302	6280	?a
?a  DRUGBANK::enzyme::Compound:Gene  ?b   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.079063039	0.408450704	0.606487409	1421	3479	2343	?a
?a  GNBR::N::Compound:Gene  ?b   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.018694709	0.036028308	0.12967966	336	9326	2591	?a
?a  DRUGBANK::target::Compound:Gene  ?b   => ?a  bioarx::DrugHumGen:Compound:Gene  ?b	0.258498859	0.315196744	0.586246057	4646	14740	7925	?a
?b  DGIDB::AGONIST::Gene:Compound  ?a   => ?a  GNBR::A+::Compound:Gene  ?b	0.027072758	0.013781223	0.151658768	32	2322	211	?a
?b  GNBR::H::Gene:Gene  ?a   => ?a  GNBR::H::Gene:Gene  ?b	0.745940283	0.745940283	0.88282703	1424	1909	1613	?b
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::INHIBITION::Gene:Gene  ?b	0.214187033	0.411721612	0.453637373	4496	10920	9911	?b
?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  STRING::INHIBITION::Gene:Gene  ?b	0.722500119	0.722500119	0.727002541	15166	20991	20861	?b
?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  STRING::INHIBITION::Gene:Gene  ?b	0.215378019	0.414010989	0.457869151	4521	10920	9874	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.192393736	0.005834464	0.445595855	86	14740	193	?b
?a  DGIDB::ALLOSTERIC_MODULATOR::Gene:Compound  ?b   => ?a  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.022371365	0.03968254	0.588235294	10	252	17	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.178970917	0.004451121	0.311284047	80	17973	257	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.268456376	0.014973796	0.447761194	120	8014	268	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::POSITIVE_ALLOSTERIC_MODULATOR::Gene:Compound  ?b	0.281879195	0.015177066	0.365217391	126	8302	345	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.12757732	0.020149254	0.200675676	297	14740	1480	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.164089347	0.021254103	0.164442531	382	17973	2323	?b
?b  GNBR::A-::Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.017182131	0.048076923	0.222222222	40	832	180	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.120704467	0.033847266	0.138833992	281	8302	2024	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::ANTAGONIST::Gene:Compound  ?b	0.112972509	0.032817569	0.208895949	263	8014	1259	?b
?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.049440697	0.26510989	0.27485047	2895	10920	10533	?a
?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.03140637	0.087608975	0.121530531	1839	20991	15132	?a
?a  STRING::BINDING::Gene:Gene  ?b   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.235112288	0.060582191	0.104626773	13767	227245	131582	?a
?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.049355307	0.264652015	0.273855776	2890	10920	10553	?a
?b  STRING::BINDING::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.235061054	0.060568989	0.104705829	13764	227245	131454	?a
?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.031116045	0.086799104	0.120598358	1822	20991	15108	?a
?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  STRING::ACTIVATION::Gene:Gene  ?b	0.719665272	0.719665272	0.721674202	42140	58555	58392	?a
?a  INTACT::DIRECT_INTERACTION::Compound:Gene  ?b   => ?a  INTACT::PHYSICAL_ASSOCIATION::Compound:Gene  ?b	0.090277778	0.107438017	0.565217391	13	121	23	?b
?a  INTACT::ASSOCIATION::Compound:Gene  ?b   => ?a  INTACT::PHYSICAL_ASSOCIATION::Compound:Gene  ?b	0.090277778	0.012416428	0.224137931	13	1047	58	?b
?a  GNBR::O::Compound:Gene  ?b   => ?a  INTACT::PHYSICAL_ASSOCIATION::Compound:Gene  ?b	0.027777778	0.000935454	0.108108108	4	4276	37	?b
?b  DRUGBANK::target::Compound:Gene  ?a   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.095375723	0.004477612	0.248120301	66	14740	266	?b
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.096820809	0.003727814	0.160671463	67	17973	417	?b
?a  DGIDB::OTHER::Gene:Compound  ?b   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.085260116	0.007362116	0.265765766	59	8014	222	?b
?a  DGIDB::INHIBITOR::Gene:Compound  ?b   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.015895954	0.00175243	0.297297297	11	6277	37	?b
?b  Hetionet::CbG::Compound:Gene  ?a   => ?a  DGIDB::BLOCKER::Gene:Compound  ?b	0.138728324	0.011563479	0.166377816	96	8302	577	?b
?b  GNBR::E::Gene:Gene  ?a   => ?a  GNBR::E::Gene:Gene  ?b	0.363636364	0.363636364	0.732026144	112	308	153	?b
?a  GNBR::Pr::Compound:Disease  ?b   => ?a  GNBR::Pa::Compound:Disease  ?b	0.117016525	0.258128079	0.474637681	262	1015	552	?a
?a  DRUGBANK::treats::Compound:Disease  ?b   => ?a  GNBR::Pa::Compound:Disease  ?b	0.116123269	0.065889508	0.22589053	260	3946	1151	?a
?a  GNBR::C::Compound:Disease  ?b   => ?a  GNBR::Pa::Compound:Disease  ?b	0.106297454	0.154445165	0.360606061	238	1541	660	?a
?b  bioarx::DrugHumGen:Compound:Gene  ?a   => ?a  DGIDB::INHIBITOR::Gene:Compound  ?b	0.111358929	0.038891671	0.178772379	699	17973	3910	?b
?b  GNBR::N::Compound:Gene  ?a   => ?a  DGIDB::INHIBITOR::Gene:Compound  ?b	0.028994743	0.019515333	0.106060606	182	9326	1716	?b
